parcode,trial,fix_time,fix_item
17,37,437,1
17,37,731,2
17,37,159,1
17,38,399,1
17,38,379,2
17,39,458,1
17,39,598,2
17,39,180,1
17,40,359,1
17,40,657,2
17,40,219,1
17,41,458,1
17,41,877,2
17,41,120,1
17,42,458,1
17,42,678,2
17,43,319,1
17,43,697,2
17,43,120,1
17,44,419,1
17,44,799,2
17,45,319,1
17,45,638,2
17,46,419,1
17,46,818,2
17,47,499,1
17,47,877,2
17,48,417,1
17,48,436,2
17,49,717,2
17,50,239,1
17,50,544,2
17,50,39,1
17,51,458,1
17,51,698,2
17,52,597,1
17,52,179,2
17,53,539,1
17,53,319,2
17,54,339,1
17,54,618,2
17,55,557,1
17,55,518,2
17,56,378,1
17,56,461,2
17,57,298,1
17,57,598,2
17,57,478,1
17,58,339,1
17,58,399,2
17,59,359,1
17,59,358,2
17,60,319,1
17,60,278,2
17,61,598,1
17,61,438,2
17,61,320,1
17,62,219,1
17,62,578,2
17,62,159,1
17,63,517,1
17,63,658,2
17,64,299,1
17,64,439,2
17,64,158,1
17,65,298,1
17,65,438,2
17,65,259,1
17,66,259,1
17,66,478,2
17,67,219,1
17,67,658,2
17,68,219,1
17,68,480,2
17,68,377,1
17,69,438,2
17,69,618,1
17,70,279,1
17,70,677,2
17,70,60,1
17,71,219,1
17,71,379,2
17,72,217,2
17,72,538,1
17,72,199,2
17,73,379,1
17,73,757,2
17,74,200,1
17,74,238,2
17,74,220,1
17,75,199,1
17,75,358,2
17,75,519,1
17,76,599,1
17,77,220,1
17,77,598,2
17,77,597,1
17,77,60,2
17,78,260,1
17,78,421,2
17,79,219,1
17,79,338,2
17,80,578,1
17,80,678,2
17,81,199,1
17,81,857,2
17,81,100,1
17,82,558,1
17,82,199,2
17,83,597,1
17,83,100,2
17,84,379,1
17,84,399,2
17,85,278,1
17,85,603,2
17,86,558,1
17,86,239,2
17,87,357,1
17,87,798,2
17,88,338,1
17,88,178,2
17,88,678,1
17,88,259,2
17,89,518,1
17,90,518,1
17,90,1793,2
17,90,546,1
17,90,80,2
17,91,398,1
17,91,319,2
17,92,319,1
17,92,299,2
17,93,598,1
17,93,240,2
17,94,298,1
17,94,439,2
17,95,239,1
17,95,638,2
17,96,219,1
17,96,518,2
17,96,722,1
17,97,378,1
17,97,697,2
17,97,499,1
17,98,319,1
17,98,558,2
17,99,378,1
17,99,1056,2
17,99,419,1
17,100,259,1
17,100,539,2
18,1,637,1
18,1,2691,2
18,1,597,1
18,1,1595,2
18,1,1655,1
18,1,4724,2
18,1,638,1
18,2,797,1
18,2,818,2
18,2,1471,1
18,2,2731,2
18,2,538,1
18,3,577,1
18,3,1217,2
18,3,837,1
18,3,558,2
18,4,558,1
18,4,637,2
18,4,678,1
18,4,1794,2
18,4,957,1
18,4,499,2
18,5,538,1
18,5,897,2
18,5,717,1
18,5,539,2
18,5,360,1
18,6,577,1
18,6,1515,2
18,6,939,1
18,6,1276,2
18,6,1773,1
18,7,419,1
18,7,1554,2
18,7,797,1
18,7,697,2
18,7,1016,1
18,7,956,2
18,8,520,1
18,8,1194,2
18,8,1276,1
18,8,1576,2
18,8,778,1
18,9,1953,1
18,9,757,2
18,9,478,1
18,9,583,2
18,9,693,1
18,10,378,1
18,10,1096,2
18,10,1376,1
18,10,1953,2
18,10,518,1
18,10,937,2
18,10,638,1
18,10,1297,2
18,10,540,1
18,11,599,1
18,11,1456,2
18,11,557,1
18,11,2152,2
18,12,393,1
18,12,777,2
18,12,956,1
18,12,778,2
18,12,84,1
18,13,298,1
18,13,798,2
18,13,800,1
18,13,1853,2
18,13,339,1
18,14,219,1
18,14,1177,2
18,14,1632,1
18,14,876,2
18,14,100,1
18,15,658,1
18,15,1694,2
18,15,419,1
18,16,319,1
18,16,478,2
18,16,658,1
18,16,977,2
18,17,637,1
18,17,657,2
18,18,339,1
18,18,677,2
18,19,520,1
18,19,279,2
18,20,458,1
18,20,796,2
18,20,917,1
18,21,398,1
18,21,637,2
18,21,1794,1
18,21,817,2
18,22,558,1
18,22,697,2
18,22,2533,1
18,23,458,1
18,23,761,2
18,23,1812,1
18,23,1036,2
18,24,737,1
18,24,481,2
18,24,1233,1
18,25,637,1
18,25,698,2
18,25,238,1
18,25,1268,2
18,25,1414,1
18,26,819,1
18,26,679,2
18,26,478,1
18,27,382,1
18,27,379,2
18,27,317,1
18,27,479,2
18,27,60,1
18,28,359,1
18,28,1076,2
18,28,737,1
18,28,960,2
18,29,381,1
18,29,518,2
18,29,1392,1
18,29,618,2
18,29,1015,1
18,29,219,2
18,30,597,1
18,30,481,2
18,30,1353,1
18,31,339,1
18,31,738,2
18,32,299,1
18,32,919,2
18,32,480,1
18,32,797,2
18,32,536,1
18,32,898,2
18,33,181,1
18,33,756,2
18,33,816,1
18,33,221,2
18,34,313,1
18,34,638,2
18,34,419,1
18,34,956,2
18,34,1196,1
18,34,2113,2
18,35,458,1
18,35,539,2
18,35,656,1
18,36,559,1
18,36,359,2
18,36,915,1
18,37,219,1
18,37,358,2
18,37,59,1
18,38,198,1
18,38,599,2
18,38,955,1
18,38,1734,2
18,39,398,1
18,39,587,2
18,39,638,1
18,39,159,2
18,40,279,1
18,40,1693,2
18,41,319,2
18,41,816,1
18,41,539,2
18,41,2213,1
18,42,278,1
18,42,298,2
18,42,856,1
18,42,60,2
18,43,399,1
18,43,438,2
18,43,1356,1
18,43,2312,2
18,43,757,1
18,44,398,1
18,44,878,2
18,44,81,1
18,45,279,1
18,45,679,2
18,45,897,1
18,45,317,2
18,46,279,1
18,46,637,2
18,46,1096,1
18,47,229,1
18,47,796,2
18,47,757,1
18,48,318,1
18,48,1138,2
18,48,678,1
18,48,159,2
18,48,1236,1
18,49,338,1
18,49,677,2
18,49,817,1
18,49,40,2
18,50,459,1
18,50,757,2
18,50,1315,1
18,50,1056,2
18,50,299,1
18,51,438,1
18,51,717,2
18,51,579,1
18,51,877,2
18,52,358,1
18,52,854,2
18,52,1256,1
18,52,1993,2
18,52,977,1
18,52,1155,2
18,53,319,1
18,53,558,2
18,53,1972,1
18,53,1316,2
18,54,259,1
18,54,776,2
18,55,237,1
18,55,518,2
18,56,420,2
18,56,996,1
18,57,299,1
18,57,597,2
18,57,539,1
18,57,577,2
18,58,219,1
18,58,557,2
18,58,339,1
18,58,358,2
18,59,159,1
18,59,478,2
18,59,558,1
18,59,438,2
18,60,219,1
18,60,638,2
18,60,1136,1
18,61,260,1
18,61,537,2
18,61,1395,1
18,61,1356,2
18,61,518,1
18,61,1097,2
18,62,219,1
18,62,379,2
18,62,897,1
18,62,1275,2
18,63,239,1
18,63,558,2
18,63,996,1
18,63,698,2
18,63,498,1
18,64,299,1
18,64,598,2
18,64,101,1
18,65,61,1
18,65,637,2
18,66,40,1
18,66,857,2
18,66,1175,1
18,67,200,1
18,67,381,2
18,68,299,1
18,68,478,2
18,68,800,1
18,69,286,1
18,69,375,2
18,70,457,2
18,70,538,1
18,70,160,2
18,70,977,1
18,70,638,2
18,71,179,1
18,71,558,2
18,71,578,1
18,71,340,2
18,72,339,1
18,72,478,2
18,72,936,1
18,72,420,2
18,73,40,1
18,73,405,2
18,73,559,1
18,73,318,2
18,73,1033,1
18,73,1775,2
18,73,1316,1
18,74,179,1
18,74,577,2
18,74,1394,1
18,74,261,2
18,74,478,1
18,75,239,1
18,75,416,2
18,75,697,1
18,75,898,2
18,75,796,1
18,75,778,2
18,75,358,1
18,76,325,1
18,76,580,2
18,77,273,1
18,77,2610,2
18,77,2573,1
18,77,1715,2
18,77,399,1
18,77,697,2
18,78,279,1
18,78,856,2
18,79,457,2
18,79,1076,1
18,79,957,2
18,79,1375,1
18,79,601,2
18,79,1373,1
18,80,339,1
18,80,418,2
18,80,837,1
18,80,1257,2
18,81,379,1
18,81,676,2
18,81,758,1
18,81,359,2
18,81,559,1
18,82,219,2
18,82,498,1
18,82,478,2
18,83,259,1
18,83,518,2
18,84,259,1
18,84,2212,2
18,84,1994,1
18,84,878,2
18,85,678,1
18,85,438,2
18,85,117,1
18,86,239,1
18,86,518,2
18,87,219,1
18,87,1136,2
18,87,1613,1
18,87,1423,2
18,87,1347,1
18,87,439,2
18,88,857,1
18,88,458,2
18,88,60,1
18,89,260,1
18,89,537,2
18,89,658,1
18,90,219,1
18,90,378,2
18,90,517,1
18,90,480,2
18,90,200,1
18,90,20,2
18,91,319,1
18,91,358,2
18,91,1892,1
18,91,859,2
18,92,259,1
18,92,538,2
18,93,458,1
18,93,499,2
18,93,897,1
18,93,480,2
18,94,180,1
18,94,577,2
18,94,897,1
18,94,203,2
18,95,259,1
18,95,218,2
18,95,498,1
18,95,2232,2
18,95,500,1
18,95,421,2
18,96,319,1
18,96,577,2
18,96,2352,1
18,96,681,2
18,96,80,1
18,97,220,1
18,97,916,2
18,97,677,1
18,97,1495,2
18,98,220,1
18,98,597,2
18,99,179,1
18,99,1475,2
18,99,575,1
18,99,418,2
18,99,41,1
18,100,200,1
18,100,457,2
18,100,957,1
18,100,1057,2
18,100,99,1
19,1,258,1
19,1,677,2
19,1,99,1
19,2,319,2
19,2,578,1
19,2,777,2
19,3,378,1
19,3,478,2
19,3,758,1
19,3,79,2
19,4,437,1
19,4,877,2
19,4,219,1
19,5,377,1
19,5,817,2
19,5,159,1
19,6,300,1
19,6,498,2
19,6,199,1
19,7,538,1
19,7,817,2
19,7,179,1
19,8,279,1
19,8,538,2
19,8,159,1
19,9,200,1
19,9,518,2
19,9,518,1
19,10,320,1
19,10,676,2
19,10,360,1
19,11,398,1
19,11,837,2
19,12,20,2
19,12,976,1
19,12,618,2
19,12,200,1
19,13,219,1
19,13,398,2
19,13,159,1
19,13,399,2
19,13,319,1
19,14,100,2
19,14,298,1
19,14,837,2
19,14,359,1
19,15,179,1
19,15,757,2
19,15,120,1
19,16,319,1
19,16,577,2
19,16,399,1
19,17,359,1
19,17,400,2
19,17,363,1
19,18,339,1
19,18,358,2
19,18,401,1
19,18,625,2
19,19,179,1
19,19,717,2
19,19,817,1
19,19,279,2
19,20,179,1
19,20,518,2
19,20,1294,1
19,20,459,2
19,21,298,1
19,21,817,2
19,22,647,1
19,22,597,2
19,23,299,1
19,23,578,2
19,24,379,1
19,24,599,2
19,24,239,1
19,25,378,1
19,25,518,2
19,25,797,1
19,26,180,2
19,26,757,1
19,26,737,2
19,26,200,1
19,27,308,1
19,27,558,2
19,28,358,1
19,28,837,2
19,28,577,1
19,29,298,1
19,29,498,2
19,29,538,1
19,29,558,2
19,29,299,1
19,30,358,1
19,30,957,2
19,30,20,1
19,30,817,2
19,31,284,1
19,31,517,2
19,31,457,1
19,32,298,1
19,32,557,2
19,32,179,1
19,32,459,2
19,33,5,1
19,33,657,2
19,33,399,1
19,33,458,2
19,34,340,1
19,34,757,2
19,35,338,1
19,35,776,2
19,35,519,1
19,35,418,2
19,36,498,1
19,36,597,2
19,36,358,1
19,37,318,1
19,37,618,2
19,37,761,1
19,38,279,1
19,38,817,2
19,39,359,1
19,39,518,2
19,39,560,1
19,40,359,1
19,40,692,2
19,41,458,1
19,41,438,2
19,41,498,1
19,41,479,2
19,41,1016,1
19,42,298,1
19,42,1455,2
19,42,446,1
19,42,101,2
19,43,339,1
19,43,438,2
19,43,279,1
19,43,260,2
19,44,151,2
19,44,758,1
19,45,319,1
19,45,558,2
19,45,698,1
19,45,320,2
19,46,319,1
19,46,936,2
19,47,300,1
19,47,777,2
19,48,298,1
19,48,538,2
19,48,160,1
19,49,222,1
19,49,638,2
19,50,299,1
19,50,738,2
19,50,319,1
19,51,276,1
19,51,418,2
19,51,60,1
19,52,358,2
19,52,677,1
19,52,438,2
19,52,120,1
19,53,278,1
19,53,678,2
19,54,776,1
19,54,319,2
19,54,1118,1
19,55,299,1
19,55,458,2
19,55,538,1
19,56,140,2
19,56,479,1
19,56,557,2
19,56,160,1
19,57,283,2
19,57,975,1
19,57,479,2
19,57,259,1
19,57,159,2
19,58,737,2
19,58,478,1
19,58,239,2
19,59,339,1
19,59,1455,2
19,60,359,1
19,60,298,2
19,60,380,1
19,61,299,1
19,61,438,2
19,61,319,1
19,61,559,2
19,61,238,1
19,62,476,2
19,62,478,1
19,62,183,2
19,63,299,1
19,63,657,2
19,63,179,1
19,64,180,1
19,64,518,2
19,64,458,1
19,64,797,2
19,64,220,1
19,65,319,1
19,65,518,2
19,65,878,1
19,65,478,2
19,66,319,1
19,66,518,2
19,66,519,1
19,67,199,1
19,67,678,2
19,68,260,1
19,68,379,2
19,68,379,1
19,69,80,2
19,69,180,1
19,69,800,2
19,70,140,1
19,70,359,2
19,70,435,1
19,71,160,1
19,71,398,2
19,71,458,1
19,72,200,1
19,72,359,2
19,72,399,1
19,72,235,2
19,72,102,1
19,73,331,2
19,73,645,1
19,73,558,2
19,73,199,1
19,74,341,2
19,74,478,1
19,74,478,2
19,75,220,2
19,75,736,1
19,75,637,2
19,75,380,1
19,76,279,2
19,76,439,1
19,76,578,2
19,77,338,2
19,77,398,1
19,77,119,2
19,78,491,2
19,78,547,1
19,78,1015,2
19,78,319,1
19,78,817,2
19,79,180,2
19,79,257,1
19,79,757,2
19,79,379,1
19,79,678,2
19,80,477,1
19,80,957,2
19,80,638,1
19,80,123,2
19,81,478,1
19,81,936,2
19,81,419,1
19,81,618,2
19,81,199,1
19,82,119,2
19,82,199,1
19,82,777,2
19,82,618,1
19,82,79,2
19,83,139,1
19,83,439,2
19,83,518,1
19,84,318,1
19,84,622,2
19,84,463,1
19,85,175,1
19,85,775,2
19,86,338,1
19,86,577,2
19,86,281,1
19,87,179,1
19,87,836,2
19,88,379,1
19,88,657,2
19,88,339,1
19,88,239,2
19,89,178,1
19,89,697,2
19,90,259,1
19,90,975,2
19,91,239,1
19,91,180,2
19,91,340,1
19,91,598,2
19,92,180,1
19,92,757,2
19,93,180,2
19,93,378,1
19,93,598,2
19,94,320,2
19,94,617,1
19,94,598,2
19,94,858,1
19,95,279,1
19,95,438,2
19,95,420,1
19,96,458,1
19,96,598,2
19,96,498,1
19,96,757,2
19,96,379,1
19,96,479,2
19,97,179,1
19,97,797,2
19,98,319,1
19,98,438,2
19,98,538,1
19,99,299,1
19,99,697,2
19,100,119,1
19,100,458,2
19,100,519,1
19,100,280,2
20,1,339,1
20,1,679,2
20,1,680,1
20,2,498,1
20,2,638,2
20,2,300,1
20,2,100,2
20,3,438,1
20,3,798,2
20,3,478,1
20,3,80,2
20,4,379,1
20,4,201,2
20,5,518,1
20,5,558,2
20,5,281,1
20,6,318,1
20,6,558,2
20,6,260,1
20,7,338,1
20,7,677,2
20,7,358,1
20,8,299,1
20,8,558,2
20,8,838,1
20,8,139,2
20,9,379,1
20,9,519,2
20,9,80,1
20,10,399,1
20,10,598,2
20,10,198,1
20,11,398,1
20,11,638,2
20,11,239,1
20,12,555,1
20,12,700,2
20,13,358,1
20,13,538,2
20,13,199,1
20,14,577,1
20,14,498,2
20,15,318,1
20,15,538,2
20,15,1355,1
20,16,337,1
20,16,638,2
20,16,59,1
20,17,419,1
20,17,457,2
20,17,629,1
20,17,677,2
20,17,1016,1
20,17,757,2
20,18,419,1
20,18,558,2
20,18,141,1
20,19,438,1
20,19,319,2
20,20,359,1
20,20,538,2
20,21,518,1
20,21,180,2
20,22,498,1
20,22,399,2
20,22,259,1
20,23,339,1
20,23,519,2
20,23,519,1
20,23,579,2
20,23,539,1
20,24,319,1
20,24,598,2
20,24,658,1
20,25,339,1
20,25,377,2
20,26,399,1
20,26,737,2
20,26,578,1
20,26,100,2
20,27,417,1
20,27,119,2
20,28,259,1
20,28,1235,2
20,28,538,1
20,28,519,2
20,29,339,1
20,29,538,2
20,29,160,1
20,30,458,1
20,30,515,2
20,30,699,1
20,31,497,1
20,31,218,2
20,32,279,1
20,32,717,2
20,32,140,1
20,33,478,1
20,33,319,2
20,34,319,1
20,34,657,2
20,34,40,1
20,35,339,1
20,35,336,2
20,35,20,1
20,36,438,1
20,36,438,2
20,36,199,1
20,37,378,1
20,37,618,2
20,37,459,1
20,38,438,1
20,38,814,2
20,38,658,1
20,38,222,2
20,39,597,1
20,39,100,2
20,40,658,1
20,40,199,2
20,41,597,1
20,41,319,2
20,41,598,1
20,42,408,1
20,42,419,2
20,42,241,1
20,43,219,1
20,43,538,2
20,43,339,1
20,44,318,1
20,44,418,2
20,44,359,1
20,45,458,1
20,45,379,2
20,46,220,1
20,46,378,2
20,46,219,1
20,47,738,1
20,47,439,2
20,47,400,1
20,48,359,1
20,48,637,2
20,49,279,1
20,49,472,2
20,49,320,1
20,50,299,1
20,50,478,2
20,50,359,1
20,51,418,1
20,51,517,2
20,51,1077,1
20,52,419,1
20,52,539,2
20,53,339,1
20,53,498,2
20,53,117,1
20,54,338,1
20,54,516,2
20,54,419,1
20,55,279,1
20,55,516,2
20,55,340,1
20,56,297,1
20,56,477,2
20,56,99,1
20,57,459,1
20,57,200,2
20,58,279,1
20,58,139,2
20,58,639,1
20,58,980,2
20,59,1433,1
20,59,398,2
20,59,100,1
20,60,339,1
20,60,379,2
20,60,281,1
20,61,359,1
20,61,678,2
20,62,320,1
20,62,417,2
20,62,239,1
20,63,259,1
20,63,719,2
20,64,299,1
20,64,398,2
20,64,140,1
20,65,318,1
20,65,376,2
20,65,103,1
20,66,238,1
20,66,259,2
20,67,239,1
20,67,418,2
20,67,181,1
20,68,378,1
20,68,458,2
20,68,299,1
20,69,339,1
20,69,179,2
20,70,319,1
20,70,518,2
20,71,259,1
20,71,400,2
20,71,98,1
20,72,299,1
20,72,302,2
20,72,817,1
20,73,538,1
20,73,675,2
20,73,280,1
20,74,459,1
20,74,679,2
20,75,357,1
20,75,359,2
20,75,495,1
20,76,379,1
20,76,299,2
20,77,338,2
20,77,402,1
20,77,119,2
20,78,321,2
20,78,778,1
20,79,479,1
20,79,381,2
20,79,160,1
20,80,399,1
20,80,499,2
20,81,379,1
20,81,458,2
20,81,578,1
20,81,419,2
20,82,259,1
20,82,478,2
20,82,658,1
20,83,358,1
20,83,419,2
20,83,41,1
20,84,419,1
20,84,239,2
20,85,398,1
20,85,240,2
20,86,220,1
20,86,538,2
20,87,160,2
20,87,358,1
20,87,140,2
20,88,319,1
20,88,260,2
20,89,339,1
20,89,599,2
20,89,123,1
20,90,398,1
20,90,578,2
20,91,259,1
20,91,418,2
20,91,61,1
20,92,399,1
20,92,418,2
20,92,439,1
20,93,379,1
20,93,100,2
20,94,399,1
20,94,379,2
20,94,276,1
20,95,279,1
20,95,398,2
20,96,479,1
20,96,99,2
20,97,457,1
20,97,119,2
20,98,358,1
20,98,203,2
20,99,319,1
20,99,537,2
20,100,378,1
20,100,160,2
22,1,259,2
22,1,797,1
22,1,595,2
22,1,576,1
22,1,283,2
22,2,339,1
22,2,674,2
22,2,420,1
22,3,318,2
22,3,1558,1
22,4,596,2
22,4,657,1
22,4,996,2
22,4,837,1
22,4,682,2
22,5,618,2
22,5,598,1
22,5,777,2
22,6,578,2
22,6,1074,1
22,6,1061,2
22,6,698,1
22,7,462,2
22,7,857,1
22,8,555,1
22,8,1219,2
22,8,498,1
22,8,455,2
22,8,421,1
22,9,379,2
22,9,837,1
22,9,398,2
22,10,299,1
22,10,695,2
22,10,321,1
22,11,439,2
22,11,757,1
22,11,376,2
22,12,336,2
22,12,777,1
22,12,757,2
22,12,499,1
22,12,221,2
22,13,199,1
22,13,516,2
22,13,795,1
22,13,1096,2
22,13,576,1
22,13,258,2
22,14,434,2
22,14,615,1
22,14,1003,2
22,15,458,2
22,15,576,1
22,15,718,2
22,16,299,2
22,16,757,1
22,17,401,2
22,17,299,1
22,18,316,1
22,18,840,2
22,18,660,1
22,19,399,1
22,19,638,2
22,20,196,2
22,20,837,1
22,20,698,2
22,20,977,1
22,20,538,2
22,21,538,1
22,21,558,2
22,21,219,1
22,22,201,1
22,22,1036,2
22,22,40,1
22,23,358,2
22,23,735,1
22,23,601,2
22,23,717,1
22,23,1057,2
22,24,336,2
22,24,757,1
22,24,259,2
22,25,501,1
22,25,535,2
22,25,219,1
22,26,359,2
22,26,595,1
22,26,657,2
22,27,338,1
22,27,638,2
22,28,358,1
22,28,720,2
22,29,238,1
22,29,598,2
22,29,123,1
22,30,256,1
22,30,601,2
22,30,954,1
22,31,259,1
22,31,478,2
22,31,39,1
22,32,259,1
22,32,1275,2
22,32,438,1
22,32,616,2
22,32,479,1
22,32,339,2
22,33,561,1
22,33,635,2
22,33,219,1
22,34,361,1
22,34,698,2
22,34,876,1
22,34,319,2
22,35,200,2
22,35,637,1
22,35,223,2
22,36,222,1
22,36,335,2
22,36,296,1
22,36,80,2
22,37,319,1
22,37,402,2
22,37,438,1
22,37,240,2
22,38,202,1
22,38,558,2
22,38,97,1
22,39,299,1
22,39,600,2
22,40,200,1
22,40,600,2
22,40,240,1
22,41,359,2
22,41,558,1
22,41,637,2
22,41,698,1
22,41,578,2
22,42,720,1
22,42,577,2
22,42,259,1
22,43,219,2
22,43,316,1
22,44,379,2
22,44,475,1
22,44,239,2
22,45,382,1
22,45,495,2
22,45,219,1
22,46,358,1
22,46,658,2
22,47,356,1
22,47,519,2
22,47,955,1
22,47,419,2
22,48,777,1
22,48,460,2
22,48,140,1
22,49,580,1
22,49,555,2
22,49,757,1
22,49,835,2
22,49,538,1
22,49,203,2
22,50,419,1
22,50,501,2
22,51,618,2
22,52,181,1
22,52,397,2
22,52,478,1
22,52,499,2
22,52,99,1
22,53,199,1
22,53,617,2
22,54,40,2
22,54,379,1
22,54,496,2
22,54,162,1
22,55,441,2
22,55,536,1
22,55,1212,2
22,55,540,1
22,55,160,2
22,56,175,1
22,56,376,2
22,56,639,1
22,56,537,2
22,57,279,1
22,57,720,2
22,57,455,1
22,57,278,2
22,58,199,2
22,58,99,1
22,59,797,1
22,59,1037,2
22,59,697,1
22,60,376,1
22,60,1036,2
22,60,755,1
22,60,438,2
22,61,259,1
22,61,814,2
22,61,559,1
22,62,197,1
22,62,718,2
22,63,280,2
22,63,677,1
22,63,279,2
22,64,398,2
22,64,699,1
22,65,415,1
22,65,880,2
22,65,837,1
22,66,402,1
22,66,414,2
22,66,675,1
22,66,421,2
22,67,456,1
22,67,376,2
22,67,875,1
22,67,737,2
22,67,658,1
22,67,139,2
22,68,297,1
22,68,540,2
22,68,879,1
22,68,1213,2
22,68,1515,1
22,69,176,1
22,69,795,2
22,70,335,2
22,70,458,1
22,70,654,2
22,70,619,1
22,70,42,2
22,71,538,1
22,71,498,2
22,71,162,1
22,72,179,2
22,72,374,1
22,72,575,2
22,72,659,1
22,72,299,2
22,73,197,1
22,73,418,2
22,74,279,1
22,74,439,2
22,74,934,1
22,74,1335,2
22,74,339,1
22,75,216,1
22,75,538,2
22,75,1153,1
22,75,416,2
22,76,299,1
22,76,558,2
22,77,159,1
22,77,557,2
22,77,678,1
22,77,1134,2
22,77,496,1
22,77,122,2
22,78,180,1
22,78,557,2
22,79,199,1
22,79,678,2
22,79,559,1
22,79,837,2
22,79,297,1
22,79,319,2
22,80,304,2
22,80,615,1
22,80,700,2
22,80,658,1
22,81,318,2
22,81,898,1
22,81,1416,2
22,82,339,2
22,82,877,1
22,82,541,2
22,82,256,1
22,83,382,2
22,83,575,1
22,83,339,2
22,84,216,1
22,84,417,2
22,84,375,1
22,84,120,2
22,85,219,1
22,85,439,2
22,85,536,1
22,85,575,2
22,86,199,1
22,86,938,2
22,86,558,1
22,86,721,2
22,86,1378,1
22,87,219,1
22,87,618,2
22,88,316,2
22,88,960,1
22,89,339,1
22,89,518,2
22,90,339,1
22,90,498,2
22,90,559,1
22,90,316,2
22,91,336,1
22,91,239,2
22,91,558,1
22,91,976,2
22,91,937,1
22,92,339,2
22,92,580,1
22,92,179,2
22,93,179,2
22,93,476,1
22,93,340,2
22,93,302,1
22,94,458,1
22,94,818,2
22,94,956,1
22,94,635,2
22,94,302,1
22,95,181,2
22,95,416,1
22,95,740,2
22,95,601,1
22,95,100,2
22,96,216,1
22,96,457,2
22,96,239,1
22,97,416,1
22,97,538,2
22,97,738,1
22,97,156,2
22,98,198,1
22,98,458,2
22,99,319,1
22,99,478,2
22,99,239,1
22,100,176,1
22,100,598,2
22,100,20,1
