d,sigma,theta
0.015,0.03,0.5
0.001,0.035,0.5
0.002,0.035,0.5
0.003,0.035,0.5
0.004,0.035,0.5
0.005,0.035,0.5
0.006,0.035,0.5
0.007,0.035,0.5
0.008,0.035,0.5
0.009,0.035,0.5
0.01,0.035,0.5
0.011,0.035,0.5
0.012,0.035,0.5
0.013,0.035,0.5
0.014,0.035,0.5
0.015,0.035,0.5
0.001,0.04,0.5
0.002,0.04,0.5
0.003,0.04,0.5
0.004,0.04,0.5
0.005,0.04,0.5
0.006,0.04,0.5
0.007,0.04,0.5
0.008,0.04,0.5
0.009,0.04,0.5
0.01,0.04,0.5
0.011,0.04,0.5
0.012,0.04,0.5
0.013,0.04,0.5
0.014,0.04,0.5
0.015,0.04,0.5
0.001,0.045,0.5
0.002,0.045,0.5
0.003,0.045,0.5
0.004,0.045,0.5
0.005,0.045,0.5
0.006,0.045,0.5
0.007,0.045,0.5
0.008,0.045,0.5
0.009,0.045,0.5
0.01,0.045,0.5
0.011,0.045,0.5
0.012,0.045,0.5
0.013,0.045,0.5
0.014,0.045,0.5
0.015,0.045,0.5
0.001,0.05,0.5
0.002,0.05,0.5
0.003,0.05,0.5
0.004,0.05,0.5
0.005,0.05,0.5
0.006,0.05,0.5
0.007,0.05,0.5
0.008,0.05,0.5
0.009,0.05,0.5
0.01,0.05,0.5
0.011,0.05,0.5
0.012,0.05,0.5
0.013,0.05,0.5
0.014,0.05,0.5
0.015,0.05,0.5
0.001,0.055,0.5
0.002,0.055,0.5
0.003,0.055,0.5
0.004,0.055,0.5
0.005,0.055,0.5
0.006,0.055,0.5
0.007,0.055,0.5
0.008,0.055,0.5
0.009,0.055,0.5
0.01,0.055,0.5
0.011,0.055,0.5
0.012,0.055,0.5
0.013,0.055,0.5
0.014,0.055,0.5
0.015,0.055,0.5
0.001,0.06,0.5
0.002,0.06,0.5
0.003,0.06,0.5
0.004,0.06,0.5
0.005,0.06,0.5
0.006,0.06,0.5
0.007,0.06,0.5
0.008,0.06,0.5
0.009,0.06,0.5
0.01,0.06,0.5
0.011,0.06,0.5
0.012,0.06,0.5
0.013,0.06,0.5
0.014,0.06,0.5
0.015,0.06,0.5
0.001,0.005,0.6
0.002,0.005,0.6
0.003,0.005,0.6
0.004,0.005,0.6
0.005,0.005,0.6
0.006,0.005,0.6
0.007,0.005,0.6
0.008,0.005,0.6
0.009,0.005,0.6
0.01,0.005,0.6
0.011,0.005,0.6
0.012,0.005,0.6
0.013,0.005,0.6
0.014,0.005,0.6
0.015,0.005,0.6
0.001,0.01,0.6
0.002,0.01,0.6
0.003,0.01,0.6
0.004,0.01,0.6
0.005,0.01,0.6
0.006,0.01,0.6
0.007,0.01,0.6
0.008,0.01,0.6
0.009,0.01,0.6
0.01,0.01,0.6
0.011,0.01,0.6
0.012,0.01,0.6
0.013,0.01,0.6
0.014,0.01,0.6
0.015,0.01,0.6
0.001,0.015,0.6
0.002,0.015,0.6
0.003,0.015,0.6
0.004,0.015,0.6
0.005,0.015,0.6
0.006,0.015,0.6
0.007,0.015,0.6
0.008,0.015,0.6
0.009,0.015,0.6
0.01,0.015,0.6
0.011,0.015,0.6
0.012,0.015,0.6
0.013,0.015,0.6
0.014,0.015,0.6
0.015,0.015,0.6
0.001,0.02,0.6
0.002,0.02,0.6
0.003,0.02,0.6
0.004,0.02,0.6
0.005,0.02,0.6
0.006,0.02,0.6
0.007,0.02,0.6
0.008,0.02,0.6
0.009,0.02,0.6
0.01,0.02,0.6
0.011,0.02,0.6
0.012,0.02,0.6
0.013,0.02,0.6
0.014,0.02,0.6
0.015,0.02,0.6
0.001,0.025,0.6
0.002,0.025,0.6
0.003,0.025,0.6
0.004,0.025,0.6
0.005,0.025,0.6
0.006,0.025,0.6
0.007,0.025,0.6
0.008,0.025,0.6
0.009,0.025,0.6
0.01,0.025,0.6
0.011,0.025,0.6
0.012,0.025,0.6
0.013,0.025,0.6
0.014,0.025,0.6
0.015,0.025,0.6
0.001,0.03,0.6
0.002,0.03,0.6
0.003,0.03,0.6
0.004,0.03,0.6
0.005,0.03,0.6
0.006,0.03,0.6
0.007,0.03,0.6
0.008,0.03,0.6
0.009,0.03,0.6
0.01,0.03,0.6
0.011,0.03,0.6
0.012,0.03,0.6
0.013,0.03,0.6
0.014,0.03,0.6
0.015,0.03,0.6
0.001,0.035,0.6
0.002,0.035,0.6
0.003,0.035,0.6
0.004,0.035,0.6
0.005,0.035,0.6
0.006,0.035,0.6
0.007,0.035,0.6
0.008,0.035,0.6
0.009,0.035,0.6
0.01,0.035,0.6
0.011,0.035,0.6
0.012,0.035,0.6
0.013,0.035,0.6
0.014,0.035,0.6
0.015,0.035,0.6
0.001,0.04,0.6
0.002,0.04,0.6
0.003,0.04,0.6
0.004,0.04,0.6
0.005,0.04,0.6
0.006,0.04,0.6
0.007,0.04,0.6
0.008,0.04,0.6
0.009,0.04,0.6
0.01,0.04,0.6
0.011,0.04,0.6
0.012,0.04,0.6
0.013,0.04,0.6
0.014,0.04,0.6
0.015,0.04,0.6
0.001,0.045,0.6
0.002,0.045,0.6
0.003,0.045,0.6
0.004,0.045,0.6
0.005,0.045,0.6
0.006,0.045,0.6
0.007,0.045,0.6
0.008,0.045,0.6
0.009,0.045,0.6
0.01,0.045,0.6
0.011,0.045,0.6
0.012,0.045,0.6
0.013,0.045,0.6
0.014,0.045,0.6
0.015,0.045,0.6
0.001,0.05,0.6
0.002,0.05,0.6
0.003,0.05,0.6
0.004,0.05,0.6
0.005,0.05,0.6
0.006,0.05,0.6
0.007,0.05,0.6
0.008,0.05,0.6
0.009,0.05,0.6
0.01,0.05,0.6
0.011,0.05,0.6
0.012,0.05,0.6
0.013,0.05,0.6
0.014,0.05,0.6
0.015,0.05,0.6
0.001,0.055,0.6
0.002,0.055,0.6
0.003,0.055,0.6
0.004,0.055,0.6
0.005,0.055,0.6
0.006,0.055,0.6
0.007,0.055,0.6
0.008,0.055,0.6
0.009,0.055,0.6
0.01,0.055,0.6
0.011,0.055,0.6
0.012,0.055,0.6
0.013,0.055,0.6
0.014,0.055,0.6
0.015,0.055,0.6
0.001,0.06,0.6
0.002,0.06,0.6
0.003,0.06,0.6
0.004,0.06,0.6
0.005,0.06,0.6
0.006,0.06,0.6
0.007,0.06,0.6
0.008,0.06,0.6
0.009,0.06,0.6
0.01,0.06,0.6
0.011,0.06,0.6
0.012,0.06,0.6
0.013,0.06,0.6
0.014,0.06,0.6
0.015,0.06,0.6
0.001,0.005,0.7
0.002,0.005,0.7
0.003,0.005,0.7
0.004,0.005,0.7
0.005,0.005,0.7
0.006,0.005,0.7
0.007,0.005,0.7
0.008,0.005,0.7
0.009,0.005,0.7
0.01,0.005,0.7
0.011,0.005,0.7
0.012,0.005,0.7
0.013,0.005,0.7
0.014,0.005,0.7
0.015,0.005,0.7
0.001,0.01,0.7
0.002,0.01,0.7
0.003,0.01,0.7
0.004,0.01,0.7
0.005,0.01,0.7
0.006,0.01,0.7
0.007,0.01,0.7
0.008,0.01,0.7
0.009,0.01,0.7
0.01,0.01,0.7
0.011,0.01,0.7
0.012,0.01,0.7
0.013,0.01,0.7
0.014,0.01,0.7
0.015,0.01,0.7
0.001,0.015,0.7
0.002,0.015,0.7
0.003,0.015,0.7
0.004,0.015,0.7
0.005,0.015,0.7
0.006,0.015,0.7
0.007,0.015,0.7
0.008,0.015,0.7
0.009,0.015,0.7
0.01,0.015,0.7
0.011,0.015,0.7
0.012,0.015,0.7
0.013,0.015,0.7
0.014,0.015,0.7
0.015,0.015,0.7
0.001,0.02,0.7
0.002,0.02,0.7
0.003,0.02,0.7
0.004,0.02,0.7
0.005,0.02,0.7
0.006,0.02,0.7
0.007,0.02,0.7
0.008,0.02,0.7
0.009,0.02,0.7
0.01,0.02,0.7
0.011,0.02,0.7
0.012,0.02,0.7
0.013,0.02,0.7
0.014,0.02,0.7
0.015,0.02,0.7
0.001,0.025,0.7
0.002,0.025,0.7
0.003,0.025,0.7
0.004,0.025,0.7
0.005,0.025,0.7
0.006,0.025,0.7
0.007,0.025,0.7
0.008,0.025,0.7
0.009,0.025,0.7
0.01,0.025,0.7
0.011,0.025,0.7
0.012,0.025,0.7
0.013,0.025,0.7
0.014,0.025,0.7
0.015,0.025,0.7
0.001,0.03,0.7
0.002,0.03,0.7
0.003,0.03,0.7
0.004,0.03,0.7
0.005,0.03,0.7
0.006,0.03,0.7
0.007,0.03,0.7
0.008,0.03,0.7
0.009,0.03,0.7
0.01,0.03,0.7
0.011,0.03,0.7
0.012,0.03,0.7
0.013,0.03,0.7
0.014,0.03,0.7
0.015,0.03,0.7
0.001,0.035,0.7
0.002,0.035,0.7
0.003,0.035,0.7
0.004,0.035,0.7
0.005,0.035,0.7
0.006,0.035,0.7
0.007,0.035,0.7
0.008,0.035,0.7
0.009,0.035,0.7
0.01,0.035,0.7
0.011,0.035,0.7
0.012,0.035,0.7
0.013,0.035,0.7
0.014,0.035,0.7
0.015,0.035,0.7
0.001,0.04,0.7
0.002,0.04,0.7
0.003,0.04,0.7
0.004,0.04,0.7
0.005,0.04,0.7
0.006,0.04,0.7
0.007,0.04,0.7
0.008,0.04,0.7
0.009,0.04,0.7
0.01,0.04,0.7
0.011,0.04,0.7
0.012,0.04,0.7
0.013,0.04,0.7
0.014,0.04,0.7
0.015,0.04,0.7
0.001,0.045,0.7
0.002,0.045,0.7
0.003,0.045,0.7
0.004,0.045,0.7
0.005,0.045,0.7
0.006,0.045,0.7
0.007,0.045,0.7
0.008,0.045,0.7
0.009,0.045,0.7
0.01,0.045,0.7
0.011,0.045,0.7
0.012,0.045,0.7
0.013,0.045,0.7
0.014,0.045,0.7
0.015,0.045,0.7
0.001,0.05,0.7
0.002,0.05,0.7
0.003,0.05,0.7
0.004,0.05,0.7
0.005,0.05,0.7
0.006,0.05,0.7
0.007,0.05,0.7
0.008,0.05,0.7
0.009,0.05,0.7
0.01,0.05,0.7
0.011,0.05,0.7
0.012,0.05,0.7
0.013,0.05,0.7
0.014,0.05,0.7
0.015,0.05,0.7
0.001,0.055,0.7
0.002,0.055,0.7
0.003,0.055,0.7
0.004,0.055,0.7
0.005,0.055,0.7
0.006,0.055,0.7
0.007,0.055,0.7
0.008,0.055,0.7
0.009,0.055,0.7
0.01,0.055,0.7
0.011,0.055,0.7
0.012,0.055,0.7
0.013,0.055,0.7
0.014,0.055,0.7
0.015,0.055,0.7
0.001,0.06,0.7
0.002,0.06,0.7
0.003,0.06,0.7
0.004,0.06,0.7
0.005,0.06,0.7
0.006,0.06,0.7
0.007,0.06,0.7
0.008,0.06,0.7
0.009,0.06,0.7
0.01,0.06,0.7
0.011,0.06,0.7
0.012,0.06,0.7
0.013,0.06,0.7
0.014,0.06,0.7
0.015,0.06,0.7
0.001,0.005,0.8
0.002,0.005,0.8
0.003,0.005,0.8
0.004,0.005,0.8
0.005,0.005,0.8
0.006,0.005,0.8
0.007,0.005,0.8
0.008,0.005,0.8
0.009,0.005,0.8
0.01,0.005,0.8
0.011,0.005,0.8
0.012,0.005,0.8
0.013,0.005,0.8
0.014,0.005,0.8
0.015,0.005,0.8
0.001,0.01,0.8
0.002,0.01,0.8
0.003,0.01,0.8
0.004,0.01,0.8
0.005,0.01,0.8
0.006,0.01,0.8
0.007,0.01,0.8
0.008,0.01,0.8
0.009,0.01,0.8
0.01,0.01,0.8
0.011,0.01,0.8
0.012,0.01,0.8
0.013,0.01,0.8
0.014,0.01,0.8
0.015,0.01,0.8
0.001,0.015,0.8
0.002,0.015,0.8
0.003,0.015,0.8
0.004,0.015,0.8
0.005,0.015,0.8
0.006,0.015,0.8
0.007,0.015,0.8
0.008,0.015,0.8
0.009,0.015,0.8
0.01,0.015,0.8
0.011,0.015,0.8
0.012,0.015,0.8
0.013,0.015,0.8
0.014,0.015,0.8
0.015,0.015,0.8
0.001,0.02,0.8
0.002,0.02,0.8
0.003,0.02,0.8
0.004,0.02,0.8
0.005,0.02,0.8
0.006,0.02,0.8
0.007,0.02,0.8
0.008,0.02,0.8
0.009,0.02,0.8
0.01,0.02,0.8
0.011,0.02,0.8
0.012,0.02,0.8
0.013,0.02,0.8
0.014,0.02,0.8
0.015,0.02,0.8
0.001,0.025,0.8
0.002,0.025,0.8
0.003,0.025,0.8
0.004,0.025,0.8
0.005,0.025,0.8
0.006,0.025,0.8
0.007,0.025,0.8
0.008,0.025,0.8
0.009,0.025,0.8
0.01,0.025,0.8
0.011,0.025,0.8
0.012,0.025,0.8
0.013,0.025,0.8
0.014,0.025,0.8
0.015,0.025,0.8
0.001,0.03,0.8
0.002,0.03,0.8
0.003,0.03,0.8
0.004,0.03,0.8
0.005,0.03,0.8
0.006,0.03,0.8
0.007,0.03,0.8
0.008,0.03,0.8
0.009,0.03,0.8
0.01,0.03,0.8
0.011,0.03,0.8
0.012,0.03,0.8
0.013,0.03,0.8
0.014,0.03,0.8
0.015,0.03,0.8
0.001,0.035,0.8
0.002,0.035,0.8
0.003,0.035,0.8
0.004,0.035,0.8
0.005,0.035,0.8
0.006,0.035,0.8
0.007,0.035,0.8
0.008,0.035,0.8
0.009,0.035,0.8
0.01,0.035,0.8
0.011,0.035,0.8
0.012,0.035,0.8
0.013,0.035,0.8
0.014,0.035,0.8
0.015,0.035,0.8
0.001,0.04,0.8
0.002,0.04,0.8
0.003,0.04,0.8
0.004,0.04,0.8
0.005,0.04,0.8
0.006,0.04,0.8
0.007,0.04,0.8
0.008,0.04,0.8
0.009,0.04,0.8
0.01,0.04,0.8
0.011,0.04,0.8
0.012,0.04,0.8
0.013,0.04,0.8
0.014,0.04,0.8
0.015,0.04,0.8
0.001,0.045,0.8
0.002,0.045,0.8
0.003,0.045,0.8
0.004,0.045,0.8
0.005,0.045,0.8
0.006,0.045,0.8
0.007,0.045,0.8
0.008,0.045,0.8
0.009,0.045,0.8
0.01,0.045,0.8
0.011,0.045,0.8
0.012,0.045,0.8
0.013,0.045,0.8
0.014,0.045,0.8
0.015,0.045,0.8
0.001,0.05,0.8
0.002,0.05,0.8
0.003,0.05,0.8
0.004,0.05,0.8
0.005,0.05,0.8
0.006,0.05,0.8
0.007,0.05,0.8
0.008,0.05,0.8
0.009,0.05,0.8
0.01,0.05,0.8
0.011,0.05,0.8
0.012,0.05,0.8
0.013,0.05,0.8
0.014,0.05,0.8
0.015,0.05,0.8
0.001,0.055,0.8
0.002,0.055,0.8
0.003,0.055,0.8
0.004,0.055,0.8
0.005,0.055,0.8
0.006,0.055,0.8
0.007,0.055,0.8
0.008,0.055,0.8
0.009,0.055,0.8
0.01,0.055,0.8
0.011,0.055,0.8
0.012,0.055,0.8
0.013,0.055,0.8
0.014,0.055,0.8
0.015,0.055,0.8
0.001,0.06,0.8
0.002,0.06,0.8
0.003,0.06,0.8
0.004,0.06,0.8
0.005,0.06,0.8
0.006,0.06,0.8
0.007,0.06,0.8
0.008,0.06,0.8
0.009,0.06,0.8
0.01,0.06,0.8
0.011,0.06,0.8
0.012,0.06,0.8
0.013,0.06,0.8
0.014,0.06,0.8
0.015,0.06,0.8
0.001,0.005,0.9
0.002,0.005,0.9
0.003,0.005,0.9
0.004,0.005,0.9
0.005,0.005,0.9
0.006,0.005,0.9
0.007,0.005,0.9
0.008,0.005,0.9
0.009,0.005,0.9
0.01,0.005,0.9
0.011,0.005,0.9
0.012,0.005,0.9
0.013,0.005,0.9
0.014,0.005,0.9
0.015,0.005,0.9
0.001,0.01,0.9
0.002,0.01,0.9
0.003,0.01,0.9
0.004,0.01,0.9
0.005,0.01,0.9
0.006,0.01,0.9
0.007,0.01,0.9
0.008,0.01,0.9
0.009,0.01,0.9
0.01,0.01,0.9
0.011,0.01,0.9
0.012,0.01,0.9
0.013,0.01,0.9
0.014,0.01,0.9
0.015,0.01,0.9
0.001,0.015,0.9
0.002,0.015,0.9
0.003,0.015,0.9
0.004,0.015,0.9
0.005,0.015,0.9
0.006,0.015,0.9
0.007,0.015,0.9
0.008,0.015,0.9
0.009,0.015,0.9
0.01,0.015,0.9
0.011,0.015,0.9
0.012,0.015,0.9
0.013,0.015,0.9
0.014,0.015,0.9
0.015,0.015,0.9
0.001,0.02,0.9
0.002,0.02,0.9
0.003,0.02,0.9
0.004,0.02,0.9
0.005,0.02,0.9
0.006,0.02,0.9
0.007,0.02,0.9
0.008,0.02,0.9
0.009,0.02,0.9
0.01,0.02,0.9
0.011,0.02,0.9
0.012,0.02,0.9
0.013,0.02,0.9
0.014,0.02,0.9
0.015,0.02,0.9
0.001,0.025,0.9
0.002,0.025,0.9
0.003,0.025,0.9
0.004,0.025,0.9
0.005,0.025,0.9
0.006,0.025,0.9
0.007,0.025,0.9
0.008,0.025,0.9
0.009,0.025,0.9
0.01,0.025,0.9
0.011,0.025,0.9
0.012,0.025,0.9
0.013,0.025,0.9
0.014,0.025,0.9
0.015,0.025,0.9
0.001,0.03,0.9
0.002,0.03,0.9
0.003,0.03,0.9
0.004,0.03,0.9
0.005,0.03,0.9
0.006,0.03,0.9
0.007,0.03,0.9
0.008,0.03,0.9
0.009,0.03,0.9
0.01,0.03,0.9
0.011,0.03,0.9
0.012,0.03,0.9
0.013,0.03,0.9
0.014,0.03,0.9
0.015,0.03,0.9
0.001,0.035,0.9
0.002,0.035,0.9
0.003,0.035,0.9
0.004,0.035,0.9
0.005,0.035,0.9
0.006,0.035,0.9
0.007,0.035,0.9
0.008,0.035,0.9
0.009,0.035,0.9
0.01,0.035,0.9
0.011,0.035,0.9
0.012,0.035,0.9
0.013,0.035,0.9
0.014,0.035,0.9
0.015,0.035,0.9
0.001,0.04,0.9
0.002,0.04,0.9
0.003,0.04,0.9
0.004,0.04,0.9
0.005,0.04,0.9
0.006,0.04,0.9
0.007,0.04,0.9
0.008,0.04,0.9
0.009,0.04,0.9
0.01,0.04,0.9
0.011,0.04,0.9
0.012,0.04,0.9
0.013,0.04,0.9
0.014,0.04,0.9
0.015,0.04,0.9
0.001,0.045,0.9
0.002,0.045,0.9
0.003,0.045,0.9
0.004,0.045,0.9
0.005,0.045,0.9
0.006,0.045,0.9
0.007,0.045,0.9
0.008,0.045,0.9
0.009,0.045,0.9
0.01,0.045,0.9
0.011,0.045,0.9
0.012,0.045,0.9
0.013,0.045,0.9
0.014,0.045,0.9
0.015,0.045,0.9
0.001,0.05,0.9
0.002,0.05,0.9
0.003,0.05,0.9
0.004,0.05,0.9
0.005,0.05,0.9
0.006,0.05,0.9
0.007,0.05,0.9
0.008,0.05,0.9
0.009,0.05,0.9
0.01,0.05,0.9
0.011,0.05,0.9
0.012,0.05,0.9
0.013,0.05,0.9
0.014,0.05,0.9
0.015,0.05,0.9
0.001,0.055,0.9
0.002,0.055,0.9
0.003,0.055,0.9
0.004,0.055,0.9
0.005,0.055,0.9
0.006,0.055,0.9
0.007,0.055,0.9
0.008,0.055,0.9
0.009,0.055,0.9
0.01,0.055,0.9
0.011,0.055,0.9
0.012,0.055,0.9
0.013,0.055,0.9
0.014,0.055,0.9
0.015,0.055,0.9
0.001,0.06,0.9
0.002,0.06,0.9
0.003,0.06,0.9
0.004,0.06,0.9
0.005,0.06,0.9
0.006,0.06,0.9
0.007,0.06,0.9
0.008,0.06,0.9
0.009,0.06,0.9
0.01,0.06,0.9
0.011,0.06,0.9
0.012,0.06,0.9
0.013,0.06,0.9
0.014,0.06,0.9
0.015,0.06,0.9
0.001,0.005,1.0
0.002,0.005,1.0
0.003,0.005,1.0
0.004,0.005,1.0
0.005,0.005,1.0
0.006,0.005,1.0
0.007,0.005,1.0
0.008,0.005,1.0
0.009,0.005,1.0
0.01,0.005,1.0
0.011,0.005,1.0
0.012,0.005,1.0
0.013,0.005,1.0
0.014,0.005,1.0
0.015,0.005,1.0
0.001,0.01,1.0
0.002,0.01,1.0
0.003,0.01,1.0
0.004,0.01,1.0
0.005,0.01,1.0
0.006,0.01,1.0
0.007,0.01,1.0
0.008,0.01,1.0
0.009,0.01,1.0
0.01,0.01,1.0
0.011,0.01,1.0
0.012,0.01,1.0
0.013,0.01,1.0
0.014,0.01,1.0
0.015,0.01,1.0
0.001,0.015,1.0
0.002,0.015,1.0
0.003,0.015,1.0
0.004,0.015,1.0
0.005,0.015,1.0
0.006,0.015,1.0
0.007,0.015,1.0
0.008,0.015,1.0
0.009,0.015,1.0
0.01,0.015,1.0
0.011,0.015,1.0
0.012,0.015,1.0
0.013,0.015,1.0
0.014,0.015,1.0
0.015,0.015,1.0
0.001,0.02,1.0
0.002,0.02,1.0
0.003,0.02,1.0
0.004,0.02,1.0
0.005,0.02,1.0
0.006,0.02,1.0
0.007,0.02,1.0
0.008,0.02,1.0
0.009,0.02,1.0
0.01,0.02,1.0
0.011,0.02,1.0
0.012,0.02,1.0
0.013,0.02,1.0
0.014,0.02,1.0
0.015,0.02,1.0
0.001,0.025,1.0
0.002,0.025,1.0
0.003,0.025,1.0
0.004,0.025,1.0
0.005,0.025,1.0
0.006,0.025,1.0
0.007,0.025,1.0
0.008,0.025,1.0
0.009,0.025,1.0
0.01,0.025,1.0
0.011,0.025,1.0
0.012,0.025,1.0
0.013,0.025,1.0
0.014,0.025,1.0
0.015,0.025,1.0
0.001,0.03,1.0
0.002,0.03,1.0
0.003,0.03,1.0
0.004,0.03,1.0
0.005,0.03,1.0
0.006,0.03,1.0
0.007,0.03,1.0
0.008,0.03,1.0
0.009,0.03,1.0
0.01,0.03,1.0
0.011,0.03,1.0
0.012,0.03,1.0
0.013,0.03,1.0
0.014,0.03,1.0
0.015,0.03,1.0
0.001,0.035,1.0
0.002,0.035,1.0
0.003,0.035,1.0
0.004,0.035,1.0
0.005,0.035,1.0
0.006,0.035,1.0
0.007,0.035,1.0
0.008,0.035,1.0
0.009,0.035,1.0
0.01,0.035,1.0
0.011,0.035,1.0
0.012,0.035,1.0
0.013,0.035,1.0
0.014,0.035,1.0
0.015,0.035,1.0
0.001,0.04,1.0
0.002,0.04,1.0
0.003,0.04,1.0
0.004,0.04,1.0
0.005,0.04,1.0
0.006,0.04,1.0
0.007,0.04,1.0
0.008,0.04,1.0
0.009,0.04,1.0
0.01,0.04,1.0
0.011,0.04,1.0
0.012,0.04,1.0
0.013,0.04,1.0
0.014,0.04,1.0
0.015,0.04,1.0
0.001,0.045,1.0
0.002,0.045,1.0
0.003,0.045,1.0
0.004,0.045,1.0
0.005,0.045,1.0
0.006,0.045,1.0
0.007,0.045,1.0
0.008,0.045,1.0
0.009,0.045,1.0
0.01,0.045,1.0
0.011,0.045,1.0
0.012,0.045,1.0
0.013,0.045,1.0
0.014,0.045,1.0
0.015,0.045,1.0
0.001,0.05,1.0
0.002,0.05,1.0
0.003,0.05,1.0
0.004,0.05,1.0
0.005,0.05,1.0
0.006,0.05,1.0
0.007,0.05,1.0
0.008,0.05,1.0
0.009,0.05,1.0
0.01,0.05,1.0
0.011,0.05,1.0
0.012,0.05,1.0
0.013,0.05,1.0
0.014,0.05,1.0
0.015,0.05,1.0
0.001,0.055,1.0
0.002,0.055,1.0
0.003,0.055,1.0
0.004,0.055,1.0
0.005,0.055,1.0
0.006,0.055,1.0
0.007,0.055,1.0
0.008,0.055,1.0
0.009,0.055,1.0
0.01,0.055,1.0
0.011,0.055,1.0
0.012,0.055,1.0
0.013,0.055,1.0
0.014,0.055,1.0
0.015,0.055,1.0
0.001,0.06,1.0
0.002,0.06,1.0
0.003,0.06,1.0
0.004,0.06,1.0
0.005,0.06,1.0
0.006,0.06,1.0
0.007,0.06,1.0
0.008,0.06,1.0
0.009,0.06,1.0
0.01,0.06,1.0
0.011,0.06,1.0
0.012,0.06,1.0
0.013,0.06,1.0
0.014,0.06,1.0
0.015,0.06,1.0
